  307    15    61    26     2     8    13     40       9315  LEP  FR
  201    15    54    27     2    10     9     40      11741  LEP  CH
  200    15    61    33     2    13    10     40      17497   EF  IT
  211    15    60    25     0    12    11     40      15091  SPS  BE
  204    15    50    25     2    13     5     40      15981  LEP  DK
  304    13    55    26     0     8    10     40       7692   PS  FR
  301    15    53    25     2     7    13     40       8101  LEP  ES
  200    15    59    33     0    14     7     40      18351   DG  IT
  500    14    58    33     0     9    13     40      10228   DD  CH
  211    15    55    29     0    12    13     40      15581   DD  GB
  211    15    58    31     1    12    13     40      15832   DD  NL
  204    15    56    30     1    10    13     40      12226  TIS  GB
  500    15    53    24     0    11    13     40      15340   EF  FR
  341    13    59    33     0    10    13     40      10931   ST  FR
  204    15    51    29     0    10     6     40      10689   DD  CH
  419    15    59    32     0     7    13     40       7599   DD  CH
  204    13    49    25     1    11     6     40      11656   DD  FR
  310    13    57    31     0     8    13     40       8052  SPS  CH
  341    15    53    24     1     7    13     40       7850   PS  FR
  304    11    50    28     0     9    11     40       9479   DD  BE
  204    15    50    27     0    10     3     40      10139  SPS  DK
  304    15    49    26     1     9     9     40       9868   DD  NL
  424    15    52    26     0     6    13     40       6727  LEP  FR
  303    15    49    28     1     7    13     40       7850   DD  DE
  402     9    58    28     0     6    13     40       5925  SPS  FR
  216    15    60    30     1    12    13     40      15832   DD  GB
  216    15    55    27     1    13    10     40      17246   DG  IT
  216    15    54    26     1    11    13     40      15591   DD  GB
  216    15    56    26     0    11    13     40      15340   EP  DE
  216    15    52    25     2    11    13     40      15842   DD  FR
  216    13    52    24     2    11    10     40      12684   DD  CH
  216    15    61    30     0    12    13     40      15581   DD  DE
  216    15    56    29     0    12    13     40      15581   AG  GB
  215    15    55    28     1    12    13     40      15832   DD  CH
  216    10    58    28     0    10    13     32       9274   DD  GB
  216    15    55    26     1    11    13     40      15591  SPS  GB
  216    15    47    24     2    12    13     40      16083   DD  DK
  216    15    54    25     2    11     8     40      13424   DD  IT
  216    15    55    25     1    11    13     40      15591   DD  DE
  308    15    53    32     0     8     9     40       8286   DD  FR
  365    15    53    31     0     7    13     40       7599   DD  FR
  304    15    53    28     1     7    13     40       7850   EP  CH
  511    11    50    25     0    11     7     40      12203   DD  IT
  308    15    49    27     0     9    11     40       9923   EP  DE
  216    10    54    30     0     9    10     40       9330   DD  DE
  497    15    56    33     0     6    13     40       6727   DD  FR
  365    15    52    31     0     6    13     40       6727   DD  FR
  308    13    47    24     0     7    13     40       6946   DD  FR
  300    15    55    32     0     8    10     40       8418   DD  FR
  419    15    50    28     0     6    13     40       6727   DD  FR
  402    13    57    27     1     7    11     40       6995   EP  CH
  419    15    55    31     1     6    13     40       6978   DD  FR
  304    11    51    29     0     8    10     40       8008   DD  IT
  300    15    52    32     0     7    11     40       7376   DD  FR
  308    15    52    27     0     8     8     40       8155  LEP  FR
  300    15    54    27     0     7    10     40       7265   DD  FR
  566    15    51    29     0     7    11     40       7376   DD  FR
  537    15    53    26     1     8     8     40       8406   DD  FR
  566    15    54    26     1     7    11     40       7627   DD  FR
  308    15    51    26     1     8     5     40       8012   DD  FR
  424    12    59    25     0     6    13     40       6153   EF  CH
  505    14    54    33     0     9    10     40       9770   TH  FR
  535    10    59    28     0     7    13     40       7208   TH  NL
  312    15    51    29     2     8     8     40       8657   AG  CH
  504    14    55    26     1     9     5     40       9256   TH  CH
  312    15    58    31     0     7    12     40       7487   AG  CH
  443    12    56    19     0     6    13     20       3307   DD  FR
  560    14    55    19     1     6    11     30       5273   TH  FR
  560    12    48    25     1     5    13     30       4652   TH  FR
  204    15    51    24     3    11    11     40      14315   DD  NL
  448    12    59    22     0     4    15     40       5570   EF  FR
  500    10    59    29     0     9    13     40       9778   EP  CH
  301    13    56    33     1     8    13     40       8303   EF  CH
  543     8    53    32     0     7    13     40       6718   EF  CH
  211    11    59    33     0    13    10     40      16394   PS  NL
  201    15    58    27     2    11    11     40      14064   PS  DK
  302    15    57    28     0    10     8     40      11056  SPS  NL
  301    11    49    27     0     9     7     40       8881   EP  DE
  300    13    48    26     3     9     7     40       9258  SPS  CH
  303    13    46    26     1     8     8     40       7704   PS  CH
  211    15    59    33     1    13    10     40      17246  LEP  DE
  211    15    56    26     0    12    12     40      15336   EP  DE
  204    15    56    33     1    11    11     40      13813   PS  IT
  300    15    53    29     1     9     8     40       9715  SPS  DE
  303    15    52    28     1     8    13     40       9064   PS  FR
  211    13    52    26     0    11    13     40      13996   EF  CH
  202    15    52    26     1    12     8     40      14609   PS  FR
  315    15    57    30     0     9    10     40       9770  TIS  GB
  302    13    53    28     0     9    11     40       9062  LEP  FR
  402    13    53    28     0     7     9     40       6542   PS  FR
  211    15    59    29     0    11    13     40      15340   EF  NO
  303    15    56    32     0     8    11     40       8549   EF  FR
  302    15    51    25     0     9     8     40       9464   EF  DE
  200    15    63    33     2    14     7     40      18853   PS  NL
  202    15    54    28     2    11    13     40      15842  LEP  DE
  211    15    59    29     2    11    13     40      15842   EP  DE
  102    15    52    27     2    13    10     40      17497   EP  GB
  201    15    54    26     2    11     7     40      13210  LEP  DE
  214    15    56    31     0    11    13     40      15340   EP  NO
  499     8    62    27     0     7    13     40       6718   EP  FR
  301    15    57    29     2     8     8     40       8657   EF  IT
  402    13    56    34     1     7    11     40       6995   EF  CH
  417    15    49    28     0     7    13     40       7599   EF  FR
  301    13    50    27     2     8     9     40       8075   EF  FR
  204    11    63    33     0    12    13     40      15012   EF  IT
  211    15    51    26     2    11     7     40      13210   EF  GB
  204    15    63    28     2    11    12     40      14278  SPS  CH
  304    15    57    33     1     9     9     40       9868  SPS  FR
  424    13    57    33     0     7     8     40       6440   EF  CH
  304    13    51    26     2     7    13     40       7448   EF  FR
  304    13    50    24     0     9     7     40       8505   EF  FR
  402    15    64    27     0     6    13     40       6727   EF  IT
  201    15    58    31     0    11    13     40      15340  LEP  CH
  341    13    59    33     1     9    13     40       9592   EF  CH
  341    13    59    26     0     9    10     40       8923  LEP  CH
  402    13    51    26     2     6    13     40       6655   EF  FR
  403    13    52    29     2     7     6     40       6740   PS  FR
  400    13    49    26     1     6    13     40       6404  LEP  FR
  566     8    56    26     0     6    13     40       5925   EP  FR
  447     8    45    26     0     6    12     40       5834   EP  FR
  443     8    56    26     0     6    13     36       5356  SPS  CH
  560    12    56    19     0     5    13     20       3083   EP  FR
  566     8    47    24     0     6    13     32       4787   EF  FR
  499     8    51    19     0     4    15     20       2777   TH  FR
  302    15    49    25     1     7    13     40       7850  SPS  DE
  400    13    56    28     0     4    15     40       5570   EF  FR
  300    15    56    29     0     8     8     40       8155  SPS  FR
  316    13    52    24     2     7    13     40       7448  LEP  FR
  500    14    55    31     1    10     6     20       5899   EF  DE
  211    15    63    32     0    13    10     40      16995   EF  CH
  201    11    58    27     0    13    10     40      16394   EF  FR
  211    15    59    29     0    13    10     40      16995  LEP  DE
  102    15    58    27     1    13    10     40      17246   EF  DE
  211    15    57    27     2    12    13     40      16083   EF  CH
  201    15    56    28     1    12    13     40      15832   EF  CH
  202    15    53    26     1    12    13     40      15832  LEP  FR
  201    13    59    27     1    12    13     40      14467   EF  CH
  201    15    59    29     0    10    13     40      11975  SPS  CH
  200    15    58    28     0    10    13     40      11975   EF  GB
  304    15    57    28     0     9    13     40      10228   EF  NL
  201    15    54    27     0    10    13     40      11975   EF  CH
  300    15    56    30     0    10    13     40      11975  SPS  FR
  301    11    54    26     0     7    13     40       7208  SPS  FR
  300    13    57    31     1     8    13     40       8303   EF  FR
  301    13    53    27     0     9     6     40       8366   EF  CH
  300    13    55    29     0     9    12     40       9202   EF  CH
  300    15    58    30     0     8     8     40       8155   EF  GB
  316    15    55    26     0     9     8     40       9464   EF  CH
  301    13    51    26     0     8    11     40       7812   EF  CH
  341    15    54    28     1     8     8     40       8406   PS  CH
  301    13    53    26     1     7    13     40       7197   EF  FR
  303    13    53    26     1     8    10     40       7943   EF  FR
  310    13    55    26     1     9    13     40       9592   EF  CH
  300    13    50    27     1     7    13     40       7197   EF  FR
  300    15    53    26     1     8    10     40       8669   EF  ES
  301    15    50    27     0     9     6     40       9158   EF  GB
  300    13    53    25     0     9    12     40       9202  LEP  CH
  300    13    51    27     0     8    11     40       7812   EF  FR
  301    15    59    27     0     9     8     40       9464   EF  CH
  341    15    52    28     1     9     6     40       9409   EF  CH
  300    15    50    27     0     9     9     40       9617   EF  DE
  367    15    52    27     0     7    13     40       7599   EF  GB
  300    13    54    27     0     9     9     40       8784   EF  FR
  341    13    52    26     1     8    12     40       8183   EF  FR
  300    13    55    28     1     9     9     40       9035   EF  CH
  310    15    50    26     3     9     6     40       9911   PS  DE
  340    15    48    26     1     8    12     40       8932   EF  FR
  300    15    52    26     0     8     8     40       8155   EF  GB
  301    15    50    26     1     7    13     40       7850   EF  CH
  402    15    53    26     0     7     8     40       7043   EF  CH
  424    13    52    28     1     6    13     40       6404   EF  FR
  102    15    63    26     0    13    10     40      16995   EP  FR
  102    15    59    32     0    13    10     40      16995   EP  FR
  102    15    59    32     0    13    10     40      16995   EP  GB
  215    15    54    29     1    13    10     40      17246   EP  DE
  211    15    63    33     1    12    13     40      15832   EF  DE
  102    15    56    26     0    13    10     40      16995   EP  IT
  102    15    58    27     2    13    10     40      17497   EP  GB
  102    15    55    26     1    12    13     40      15832   EP  FR
  202    15    57    28     0    12    13     40      15581   EF  CH
  211    15    53    26     1    11    13     40      15591   EP  FR
  211    15    58    25     0    13    10     40      16995   EF  DE
  530    14    56    30     1     9    13     40      10479   EP  CH
  216    14    51    28     2    10     9     40      11741   DD  FR
  566     8    51    30     0     6    13     40       5925   EP  FR
  308     8    52    29     0     7    13     40       6718   EP  DE
  560    10    56    28     0     7     9     40       6773   EP  DE
  566    14    53    25     1     6    13     20       3846   DD  DE
  300    15    49    27     1     8    12     40       8932   EF  DE
  341    13    48    24     2     8     8     40       7955  LEP  FR
  304    15    51    24     1     9     5     40       9256   DD  CH
  216    15    55    24     0    10    13     40      11975   TH  DE
  301    15    53    26     0     7    13     40       7599   EP  BE
  303    15    53    25     1     8    13     40       9064   EF  FR
  302    15    53    25     1     9     5     40       9256   EF  FR
  301    15    48    25     2     8    11     40       9051   EF  CH
  304    13    59    26     1     7    13     40       7197   EF  FR
  304    15    49    24     2     8     9     40       8788   EF  FR
  402    15    61    25     0     7    13     40       7599   EF  FR
  301    13    53    26     1     8     6     40       7465   EF  FR
  300    15    49    25     2     9     6     40       9660   EF  AT
  402    13    55    25     1     6    13     40       6404   EF  CH
  301    15    58    25     0     8    10     40       8418   EF  GR
  301    15    52    25     1     8     8     40       8406  SPS  FR
  467    15    51    26     2     6    13     40       7229   EF  FR
  303    15    53    25     0     9     6     40       9158   EF  DE
  402    15    50    25     2     7    11     40       7878  LEP  CH
  303    15    53    24     0     8     7     40       8024   EF  FR
  400    13    52    28     0     6    13     40       6153   EF  FR
  400    15    56    29     0     5    13     40       6293   EF  FR
  402    15    52    26     2     6    13     40       7229   EF  IT
  400    13    60    26     0     5    13     40       5720  LEP  FR
  300    15    49    25     2     8     5     40       8263   EF  FR
  301    11    55    25     0     7    13     40       7208   EF  CH
  301    13    48    25     0     7    13     40       6946   EF  CH
  402    15    50    27     0     7     6     40       6820  SPS  FR
  300    13    47    25     1     8     8     40       7704   EF  FR
  303    13    48    25     1     7    13     40       7197   EF  FR
  301    15    56    25     0     8     8     40       8155   EF  CH
  468    13    50    28     1     5    13     40       5971   EF  FR
  541    10    56    25     0     8     6     40       7495   EP  FR
  566     8    47    27     0     6    13     20       3079   DD  FR
  308    12    47    26     0     8     7     40       7334   PS  FR
  499     8    64    26     0     6    13     40       5925   EP  FR
  308    10    50    19     0     7    11     30       5307   EP  CH
  566     8    49    26     0     6    13     40       5925   EP  FR
  447    12    61    20     0     5    12     20       3040   EF  FR
  499    10    53    19     0     5    13     20       3069   TH  CH
  560    12    47    26     0     5    13     20       3083   FI  FR
  566    12    45    19     1     5    13     40       5971   EP  CH
  560    12    53    20     0     5    13     40       5720   FI  FR
  560    12    53    19     0     5    13     20       3083   EF  FR
  560    10    59    19     0     5    13     30       4495   EP  FR
  566     8    51    25     0     5    13     20       2855   EP  FR
  447    12    49    26     2     5    13     20       3585   EP  FR
  560    14    53    19     1     5    13     20       3620   EP  FR
  530    10    55    25     0     7     8     40       6664   EP  DE
  447     8    57    25     0     6    13     40       5925   EP  CH
  560     8    52    19     0     5    13     20       2855   EP  FR
  499    10    49    24     0     5    13     40       5922   EF  FR
  560    12    56    24     1     4    15     40       5821   EP  FR
  499    12    47    19     2     5    13     20       3585   EP  FR
  566    14    53    24     2     6    10     40       6956   EP  DE
  566     8    47    24     0     6    12     20       3033   FI  FR
  211    15    58    25     0    12    13     40      15581   EP  DE
  216    15    52    24     1    11     8     40      13173  SPS  DE
  304    15    50    24     2     8     6     40       8394  LEP  BE
  541    15    58    24     0     9    10     40       9770   ST  FR
  530    14    50    25     1     6    13     20       3846   PS  CH
  211    15    63    33     1    13    10     40      17246   EP  IT
  102    15    64    26     0    14     7     40      18351   EP  FR
  102    15    64    30     0    13    10     40      16995   EP  GB
  102    11    56    30     0    13    10     40      16394   EP  GB
  102    15    59    33     0    13    10     40      16995   EP  IT
  303     9    56    26     0     7    13     40       6718   EF  CH
  303    15    47    24     3     8     7     40       8777   EF  DE
  102    15    54    24     1    12    13     40      15832   EP  IT
  102    15    58    29     0    13    10     40      16995   EP  IT
  102    15    58    30     0    13    10     40      16995   EP  DE
  102    15    62    33     0    13    10     36      15379   EP  IT
  102    15    51    27     2    13    10     40      17497   EP  IT
  203    15    59    29     0    11     9     40      13135   PS  IT
  204    15    61    31     0     9    13     40      10228   EP  SE
  507    15    51    30     0    11     3     40      11854   PE  CH
  301    11    62    32     0     7    13     40       7208   EP  NO
  304    15    52    27     3     9    13     40      10981   EP  BE
  300    15    57    29     0     9    13     40      10228   EF  DE
  301    13    58    33     1     8    13     40       8303   EP  CH
  304    15    54    31     1     8    13     40       9064  LEP  IT
  204    15    54    24     3    10     2     40      10708   EP  FR
  301    13    56    32     1     9     9     40       9035   EP  CH
  304    15    57    30     0     9    13     40      10228   EP  CH
  300    13    55    31     0     8    13     40       8052   EF  CH
  300    13    55    32     0     9    13     40       9341   EP  CH
  300    13    51    29     0    10     4     40       9426   EP  FR
  300    15    52    24     0     9     9     40       9617   EP  IT
  301    15    54    27     0     7    13     40       7599   EF  FR
  301    15    58    30     0     8     5     40       7761   EP  FR
  310    11    51    24     0     9    13     40       9778  SPS  NL
  304    15    51    27     0     9    13     40      10228   EP  GB
  301    13    51    27     1     9     8     40       8896   EP  CH
  304    13    50    25     1    10     4     28       7028   EP  FR
  300    15    51    32     0     9     5     40       9005   EP  CH
  301    11    50    27     0     9     7     40       8881   EF  CH
  301    15    53    27     2     8    11     40       9051   EP  CH
  400    13    57    27     3     7    12     40       7598   EP  FR
  300    15    55    28     2     7    13     40       8101   AG  FR
  400    13    52    27     2     7    13     40       7448   EP  FR
  304    15    54    25     0     7    13     40       7599   EP  FR
  300    13    51    27     2     8    10     40       8194   EP  FR
  310    13    58    25     0     7    13     40       6946   EP  FR
  402    15    57    27     1     6    13     40       6978   EF  IT
  500    15    61    29     1    12    13     40      15832   DG  GB
  200    15    57    33     2    10     9     40      11741   EF  FR
  301    15    54    28     0     9     5     40       9005   EP  FR
  303    15    52    30     0     9     6     40       9158   EP  IT
  541    15    57    29     0     8     6     40       7892   EP  IT
  214    11    62    26     0    11    13     40      14776   DD  DE
  201    15    61    31     1    11    10     40      13600   EP  SE
  300    15    59    32     1    10    13     40      12226   EP  GB
  200    15    53    26     0    10     7     40      10873   EF  GB
  300    13    54    33     0     9     8     40       8645   EP  CH
  530    14    50    25     1     9     2     40       8796   FI  CH
  214    15    61    32     0    12    13     40      15581   EP  NO
  500    14    47    24     2    11     3     40      12356   EP  GB
  308     8    57    31     0     7    13     40       6718   EP  FR
  211    15    58    24     2    12    12     40      15838   EP  IT
  204    15    57    32     0    12    13     40      15581   EP  NL
  304    15    59    32     0     9    13     40      10228  LEP  NL
  304    15    56    33     0     8    13     40       8813   EP  SE
  204    15    50    28     1    10     5     40      10757   EP  IT
  204    15    55    26     0    11     8     40      12922   EP  GB
  304    13    58    29     0    10     6     40       9761   PS  CH
  424    13    54    32     0     7     9     40       6542   EP  CH
  418    15    51    27     1     7    13     40       7850   EP  CH
  304    15    53    32     0     9     9     40       9617   EP  FR
  443    15    51    27     0     7    13     40       7599   EP  BE
  304    15    50    24     1     8    11     40       8800   EP  FR
  308    15    44    25     1     9     5     40       9256  SPS  BE
  308    13    48    24     2     8    13     40       8554  LEP  CH
  443    10    49    25     0     5    13     40       5922   EP  DE
  424     8    53    19     0     4    15     20       2777   EF  CH
  341    13    49    24     1     8    13     40       8303   EF  CH
  300    13    49    24     5     9     9     40      10039  LEP  FR
  201    15    54    26     3    13     9     40      17445  SPS  IT
  202    15    48    24     1    12     5     40      13878  SPS  BE
  308     9    47    24     0     8    13     40       7824   DD  CH
  201    15    59    24     1    11    13     40      15591   PS  GB
  304    15    53    24     0     9     6     40       9158   EF  IT
  424    15    55    29     2     7    13     40       8101   EP  GR
  424    13    52    29     0     6    13     40       6153   EP  CH
  301    13    59    33     0     8     9     40       7573   EP  FR
  418    13    50    29     1     6    13     40       6404   EP  FR
  424    11    52    29     0     6    13     40       6355   EP  FR
  424    15    54    31     0     7    13     40       7599   EP  FR
  310    15    55    29     2     8     7     40       8526   EP  GB
  202    11    62    33     0    13    10     40      16394   EP  IT
  502    15    55    29     0    10     7     40      10873   FI  CH
  541    14    47    26     1     6    13     40       6978   ST  FR
  497    13    54    27     0     6    13     40       6153   ST  FR
  497    15    57    25     0     6    13     40       6727  SPS  FR
  497    13    56    29     1     5    13     40       5971   ST  FR
  497    13    57    28     0     6    12     40       6062   ST  FR
  440    13    54    27     2     6    13     40       6655  LEP  FR
  530     8    53    19     0     7    13     20       3492   EP  FR
  102     8    58    19     0    12    12     40      13765   EP  IT
  214     8    55    19     0     8    13     20       4067   EP  NL
  560     8    47    19     0     6    10     20       2939   EP  CH
  543    14    60    24     2     6    12     40       7137   EP  CH
  560     8    56    24     0     5    13     40       5492   EP  FR
  499    12    53    19     0     5    13     20       3083   EF  FR
  560    10    55    20     0     5    13     40       5922   EP  IT
  560    10    50    25     0     6    13     40       6355   EP  DE
  566     8    53    19     0     6    13     40       5925   EP  CH
  543    14    47    25     1     7     8     40       7294   EP  IT
  560    14    45    19     1     4    15     20       3542   EP  FR
  560    12    45    25     0     6    13     40       6153   EP  FR
  560    14    48    25     1     6    11     40       6795   EP  CH
  543     8    47    19     0     6    13     40       5925   EP  GB
  214    15    55    26     1    11    13     40      15591   EP  FR
  102    15    62    24     2    14     7     40      18853   DG  IT
  543     8    50    25     0     7     8     40       6212   EP  CH
  508    15    63    32     0    10    13     40      11975   ST  CH
  501    13    55    31     0    11     9     40      11988   FI  CH
  501    15    55    28     0    11     8     40      12922   FI  BE
  501    15    55    32     0    10    13     40      11975   FI  FR
  501    15    61    28     0    10    10     40      11423   FI  BE
  531    13    57    26     1     9     9     40       9035   FI  FR
  531    15    52    27     1     9    10     40      10021   FI  FR
  531    15    51    26     0     8    13     40       8813   FI  FR
  543    10    58    28     0     7    13     40       7208   FI  FR
  560    13    57    26     0     6    13     40       6153   FI  CH
  531     9    54    25     0     9     8     40       8417   FI  FR
  560    12    49    27     2     6    13     40       6655   FI  FR
  530    13    47    29     0     8    10     40       7692   FI  FR
  561    13    54    30     0     6    12     40       6062   FI  FR
  531    13    48    26     2     9     1     40       8171   FI  FR
  502    15    55    26     0    11    10     40      13349   FI  DE
  502    15    54    26     1    10     7     40      11124   FI  NO
  543     8    47    28     0     8     2     40       6508   FI  FR
  532     8    50    30     0     7    13     40       6718   FI  CH
  543     8    48    27     0     7     9     40       6314   ST  FR
  532    13    50    27     1     8     6     40       7465   FI  FR
  562    12    48    26     0     5    13     20       3083   FI  FR
  532    12    48    28     2     6    13     40       6655   FI  FR
  532    13    46    27     0     8     4     40       6975   FI  FR
  560     8    46    24     0     5    13     40       5492   ST  CH
  560     8    50    19     0     6    13     20       3079   FI  FR
  204    15    55    26     2    13     8     40      16891   PS  FR
  204    15    54    25     0    11    13     40      15340   PS  FR
  202    13    52    25     1    11    11     40      12627   PS  CH
  204    15    53    24     0    12    12     40      15336   PS  FR
  302    13    60    33     1     9    12     40       9453   PS  FR
  530    15    57    32     1    10     5     40      10757   AG  GB
  302    15    59    28     1     9    13     40      10479  LEP  BE
  361    15    52    28     1     8    13     40       9064   PS  IT
  361    15    54    30     0     8    13     40       8813   PS  CH
  300    15    53    33     1     9     9     40       9868   PS  CH
  361    13    61    29     0     9    13     40       9341   PS  FR
  361    15    58    29     0     9     9     40       9617   PS  IT
  308    11    49    27     0     7    13     40       7208   PS  IT
  302    15    59    27     1     7    13     40       7850   PS  FR
  361    15    58    29     0     9     5     40       9005   PS  FR
  204    15    49    25     2    10     6     40      11191   PS  BE
  300    15    49    26     3     9     2     40       9298   PS  FR
  361    15    53    27     0     7    13     40       7599   PS  CH
  302    13    57    27     0     7    13     40       6946   PS  FR
  361    11    51    29     0     8     7     40       7623   PS  IT
  361    15    50    28     1     9     9     40       9868   PS  FR
  443     8    50    25     0     6    13     32       4787   PS  CH
  500    15    64    28     0    12    13     40      15581   PE  DE
  211    15    54    25     1    13    10     40      17246  LEP  CH
  201    15    54    25     1    12    10     40      15098   PS  IT
  201    15    58    26     5    11     9     40      14390   PS  GB
  216     8    49    24     0    10     9     40      10033   DD  FR
  216    15    52    24     1    11    13     40      15591   DD  IT
  417    15    51    24     1     7     6     40       7071   EF  FR
  418    13    50    23     1     6    13     40       6404   EF  CH
  308    13    47    23     2     9     4     40       8589   EP  FR
  102    15    52    24     3    12     9     40      15355   EP  DE
  201    15    55    25     1    12    13     40      15832  LEP  NO
  204    15    53    27     1    13     8     40      16640   EF  FR
  304    13    50    24     3     8     6     40       7967   PS  FR
  103    15    57    30     1    13    10     40      17246   TH  IT
  103    15    61    28     0    13    10     40      16995   TH  GB
  103    15    58    28     1    13    10     40      17246   TH  SE
  103    15    59    30     0    13    10     40      16995   TH  FR
  302    15    58    24     0     8     6     40       7892   EF  FR
  440    10    51    24     0     6    13     32       5131  LEP  DE
  202    13    47    24     2    10     1     40       9427   PS  FR
  341    15    55    25     0     9    10     40       9770   PS  GB
  441    15    55    27     0     6    13     40       6727   EF  CH
  341    15    55    28     0     8    12     40       8681   PS  CH
  341    15    52    25     3     9     4     40       9605  LEP  IT
  304    13    48    27     1     9     8     40       8896  SPS  CH
  341    11    47    24     0     8     9     40       7880  LEP  FR
  341    15    48    27     0     8     8     40       8155   PS  CH
  341    13    47    25     2     8     8     40       7955  LEP  CH
  310    13    52    33     0     8    13     40       8052   PS  CH
  402    13    52    26     0     7    11     40       6744   PS  CH
