2017-07-05 23:00:00 38.1
2017-07-06 00:00:00 29.0166666667
2017-07-06 01:00:00 20.9666666667
2017-07-06 02:00:00 17.4
2017-07-06 03:00:00 16.7166666667
2017-07-06 04:00:00 14.4166666667
2017-07-06 05:00:00 13.2666666667
2017-07-06 06:00:00 15.25
2017-07-06 07:00:00 16.4666666667
2017-07-06 08:00:00 21.3
2017-07-06 09:00:00 29.0833333333
2017-07-06 10:00:00 37.0666666667
2017-07-06 11:00:00 42.4166666667
2017-07-06 12:00:00 44.4666666667
2017-07-06 13:00:00 46.4666666667
2017-07-06 14:00:00 53.9166666667
2017-07-06 15:00:00 56.45
2017-07-06 16:00:00 60
2017-07-06 17:00:00 69.4166666667
2017-07-06 18:00:00 70.8833333333
2017-07-06 19:00:00 69.6833333333
2017-07-06 20:00:00 62.7166666667
2017-07-06 21:00:00 59.5666666667
2017-07-06 22:00:00 52.7
2017-07-06 23:00:00 40.65
2017-07-07 00:00:00 32
2017-07-07 01:00:00 28.0666666667
2017-07-07 02:00:00 27.7333333333
2017-07-07 03:00:00 26.9333333333
2017-07-07 04:00:00 26.0666666667
2017-07-07 05:00:00 23.6833333333
2017-07-07 06:00:00 18.75
2017-07-07 07:00:00 19.5
2017-07-07 08:00:00 19.2333333333
2017-07-07 09:00:00 24.3666666667
2017-07-07 10:00:00 28.4666666667
2017-07-07 11:00:00 31.5
2017-07-07 12:00:00 32.1833333333
2017-07-07 13:00:00 32.7833333333
2017-07-07 14:00:00 56.6
2017-07-07 15:00:00 151.15
2017-07-07 16:00:00 162.4666666667
2017-07-07 17:00:00 164.6833333333
2017-07-07 18:00:00 165.8
2017-07-07 19:00:00 163.45
2017-07-07 20:00:00 159.4166666667
2017-07-07 21:00:00 99.85
2017-07-07 22:00:00 56.3833333333
2017-07-07 23:00:00 40
2017-07-08 00:00:00 26.3666666667
2017-07-08 01:00:00 19.3666666667
2017-07-08 02:00:00 16.5666666667
2017-07-08 03:00:00 14.5833333333
2017-07-08 04:00:00 12.0666666667
2017-07-08 05:00:00 11.2333333333
2017-07-08 06:00:00 11
2017-07-08 07:00:00 11
2017-07-08 08:00:00 11
2017-07-08 09:00:00 10.95
2017-07-08 10:00:00 10
2017-07-08 11:00:00 12.4
2017-07-08 12:00:00 36.75
2017-07-08 13:00:00 37.9
2017-07-08 14:00:00 38.95
2017-07-08 15:00:00 39.6
2017-07-08 16:00:00 40
2017-07-08 17:00:00 42.3166666667
2017-07-08 18:00:00 41.25
2017-07-08 19:00:00 20.1166666667
2017-07-08 20:00:00 16.0166666667
2017-07-08 21:00:00 15
2017-07-08 22:00:00 15.9333333333
2017-07-08 23:00:00 15.2333333333
2017-07-09 00:00:00 15.8166666667
2017-07-09 01:00:00 16
2017-07-09 02:00:00 16
2017-07-09 03:00:00 16
2017-07-09 04:00:00 15.4833333333
2017-07-09 05:00:00 16
2017-07-09 06:00:00 15.8833333333
2017-07-09 07:00:00 15
2017-07-09 08:00:00 14.7333333333
2017-07-09 09:00:00 14.1166666667
2017-07-09 10:00:00 15
2017-07-09 11:00:00 14.0666666667
2017-07-09 12:00:00 14
2017-07-09 13:00:00 15.6
2017-07-09 14:00:00 16
2017-07-09 15:00:00 16.6833333333
2017-07-09 16:00:00 17.9333333333
2017-07-09 17:00:00 17.9666666667
2017-07-09 18:00:00 18
2017-07-09 19:00:00 21.4833333333
2017-07-09 20:00:00 24.0166666667
2017-07-09 21:00:00 25.1166666667
2017-07-09 22:00:00 25.5833333333
2017-07-09 23:00:00 26
2017-07-10 00:00:00 26
2017-07-10 01:00:00 22.8666666667
2017-07-10 02:00:00 20.8333333333
2017-07-10 03:00:00 20.2166666667
2017-07-10 04:00:00 18.8833333333
2017-07-10 05:00:00 15.6166666667
2017-07-10 06:00:00 14
2017-07-10 07:00:00 13.6333333333
2017-07-10 08:00:00 16.3
2017-07-10 09:00:00 23.9166666667
2017-07-10 10:00:00 32.3
2017-07-10 11:00:00 38.9166666667
2017-07-10 12:00:00 45
2017-07-10 13:00:00 60.9833333333
2017-07-10 14:00:00 146.4666666667
2017-07-10 15:00:00 267.85
2017-07-10 16:00:00 274.8666666667
2017-07-10 17:00:00 281.2666666667
2017-07-10 18:00:00 283.6166666667
2017-07-10 19:00:00 283.3
2017-07-10 20:00:00 274
2017-07-10 21:00:00 126.2166666667
2017-07-10 22:00:00 82.6333333333
2017-07-10 23:00:00 65.5
2017-07-11 00:00:00 55.2166666667
2017-07-11 01:00:00 48.0666666667
2017-07-11 02:00:00 43.75
2017-07-11 03:00:00 39.2
2017-07-11 04:00:00 33.4333333333
2017-07-11 05:00:00 29.95
2017-07-11 06:00:00 24.1666666667
2017-07-11 07:00:00 23
2017-07-11 08:00:00 22.6
2017-07-11 09:00:00 27.3666666667
2017-07-11 10:00:00 32.2
2017-07-11 11:00:00 40
2017-07-11 12:00:00 48.1833333333
2017-07-11 13:00:00 53.3666666667
2017-07-11 14:00:00 70.2333333333
2017-07-11 15:00:00 79
2017-07-11 16:00:00 99.7
2017-07-11 17:00:00 114.3166666667
2017-07-11 18:00:00 110.0833333333
2017-07-11 19:00:00 108.55
2017-07-11 20:00:00 104.1
2017-07-11 21:00:00 95.5
2017-07-11 22:00:00 86.8333333333
2017-07-11 23:00:00 48.2666666667
2017-07-12 00:00:00 34.2
2017-07-12 01:00:00 28.45
2017-07-12 02:00:00 26.6333333333
2017-07-12 03:00:00 25
2017-07-12 04:00:00 23.4166666667
2017-07-12 05:00:00 17.8666666667
2017-07-12 06:00:00 16.6833333333
2017-07-12 07:00:00 16
2017-07-12 08:00:00 16.8
2017-07-12 09:00:00 24.1833333333
2017-07-12 10:00:00 35.3
2017-07-12 11:00:00 44.2166666667
2017-07-12 12:00:00 48.0666666667
2017-07-12 13:00:00 50.1333333333
2017-07-12 14:00:00 59.0166666667
2017-07-12 15:00:00 65.3
2017-07-12 16:00:00 71.45
2017-07-12 17:00:00 66.6333333333
2017-07-12 18:00:00 64.4833333333
2017-07-12 19:00:00 62.4166666667
2017-07-12 20:00:00 58.55
2017-07-12 21:00:00 56.25
2017-07-12 22:00:00 53
2017-07-12 23:00:00 43.15
2017-07-13 00:00:00 32.35
2017-07-13 01:00:00 27.75
2017-07-13 02:00:00 26
2017-07-13 03:00:00 26
2017-07-13 04:00:00 25.0333333333
2017-07-13 05:00:00 22.1666666667
2017-07-13 06:00:00 19.6166666667
2017-07-13 07:00:00 19.0333333333
2017-07-13 08:00:00 17.7833333333
2017-07-13 09:00:00 23.2166666667
2017-07-13 10:00:00 33.7166666667
2017-07-13 11:00:00 41.9833333333
2017-07-13 12:00:00 54.2666666667
2017-07-13 13:00:00 58.1833333333
2017-07-13 14:00:00 69.2833333333
2017-07-13 15:00:00 75.1666666667
2017-07-13 16:00:00 78.2333333333
2017-07-13 17:00:00 79.7
2017-07-13 18:00:00 74.7833333333
2017-07-13 19:00:00 71.0666666667
2017-07-13 20:00:00 62.1333333333
2017-07-13 21:00:00 57.4333333333
2017-07-13 22:00:00 53.8
2017-07-13 23:00:00 46.25
2017-07-14 00:00:00 32.65
2017-07-14 01:00:00 26.7
2017-07-14 02:00:00 25.7833333333
2017-07-14 03:00:00 23.0833333333
2017-07-14 04:00:00 20.2
2017-07-14 05:00:00 19
2017-07-14 06:00:00 17.9666666667
2017-07-14 07:00:00 16.9
2017-07-14 08:00:00 16.7666666667
2017-07-14 09:00:00 25.35
2017-07-14 10:00:00 31.75
2017-07-14 11:00:00 36.3166666667
2017-07-14 12:00:00 41.1833333333
2017-07-14 13:00:00 46.0666666667
2017-07-14 14:00:00 56.8833333333
2017-07-14 15:00:00 65.7666666667
2017-07-14 16:00:00 70.1333333333
2017-07-14 17:00:00 97.6833333333
2017-07-14 18:00:00 101.4166666667
2017-07-14 19:00:00 98.6
2017-07-14 20:00:00 93.5166666667
2017-07-14 21:00:00 89.0333333333
2017-07-14 22:00:00 79.7833333333
2017-07-14 23:00:00 53.9833333333
2017-07-15 00:00:00 33.4166666667
2017-07-15 01:00:00 24.4833333333
2017-07-15 02:00:00 19.3666666667
2017-07-15 03:00:00 16.5666666667
2017-07-15 04:00:00 16
2017-07-15 05:00:00 15.7333333333
2017-07-15 06:00:00 15
2017-07-15 07:00:00 15
2017-07-15 08:00:00 14.6166666667
2017-07-15 09:00:00 14
2017-07-15 10:00:00 14.2833333333
2017-07-15 11:00:00 16.1333333333
2017-07-15 12:00:00 17.2166666667
2017-07-15 13:00:00 19
2017-07-15 14:00:00 19
2017-07-15 15:00:00 19.3166666667
2017-07-15 16:00:00 20.1333333333
2017-07-15 17:00:00 20.85
2017-07-15 18:00:00 21
2017-07-15 19:00:00 20.5666666667
2017-07-15 20:00:00 22.6833333333
2017-07-15 21:00:00 22.6166666667
2017-07-15 22:00:00 21.9666666667
2017-07-15 23:00:00 20.0666666667
2017-07-16 00:00:00 20
2017-07-16 01:00:00 20
2017-07-16 02:00:00 17.7
2017-07-16 03:00:00 16.6833333333
2017-07-16 04:00:00 15
2017-07-16 05:00:00 15
2017-07-16 06:00:00 15
2017-07-16 07:00:00 15
2017-07-16 08:00:00 15
2017-07-16 09:00:00 15.6333333333
2017-07-16 10:00:00 17.85
2017-07-16 11:00:00 19.55
2017-07-16 12:00:00 20
2017-07-16 13:00:00 20.6333333333
2017-07-16 14:00:00 21.7833333333
2017-07-16 15:00:00 22
2017-07-16 16:00:00 20.7333333333
2017-07-16 17:00:00 18.7333333333
2017-07-16 18:00:00 18.4166666667
2017-07-16 19:00:00 21.9166666667
2017-07-16 20:00:00 23.4
2017-07-16 21:00:00 23.5666666667
2017-07-16 22:00:00 24.2333333333
2017-07-16 23:00:00 25.4833333333
2017-07-17 00:00:00 26.9
2017-07-17 01:00:00 26
2017-07-17 02:00:00 25.7333333333
2017-07-17 03:00:00 25
2017-07-17 04:00:00 24.1333333333
2017-07-17 05:00:00 22.4666666667
2017-07-17 06:00:00 19.0833333333
2017-07-17 07:00:00 17.1833333333
2017-07-17 08:00:00 18.6
2017-07-17 09:00:00 26.5333333333
2017-07-17 10:00:00 36.0166666667
2017-07-17 11:00:00 43.4333333333
2017-07-17 12:00:00 46.7666666667
2017-07-17 13:00:00 52.9666666667
2017-07-17 14:00:00 57
2017-07-17 15:00:00 58.4
2017-07-17 16:00:00 62.5833333333
2017-07-17 17:00:00 61.5833333333
2017-07-17 18:00:00 60.4333333333
2017-07-17 19:00:00 59.4333333333
2017-07-17 20:00:00 56.0333333333
2017-07-17 21:00:00 51.6333333333
2017-07-17 22:00:00 46.1166666667
2017-07-17 23:00:00 42.5333333333
2017-07-18 00:00:00 32.9333333333
2017-07-18 01:00:00 27.6666666667
2017-07-18 02:00:00 29.9333333333
2017-07-18 03:00:00 29.2333333333
2017-07-18 04:00:00 27.6333333333
2017-07-18 05:00:00 26.7333333333
2017-07-18 06:00:00 27
2017-07-18 07:00:00 26.7666666667
2017-07-18 08:00:00 25.6333333333
2017-07-18 09:00:00 29.4666666667
2017-07-18 10:00:00 34.8666666667
2017-07-18 11:00:00 40.9666666667
2017-07-18 12:00:00 53.5
2017-07-18 13:00:00 61.2333333333
2017-07-18 14:00:00 68.8666666667
2017-07-18 15:00:00 75.05
2017-07-18 16:00:00 85.7333333333
2017-07-18 17:00:00 88.9666666667
2017-07-18 18:00:00 84.25
2017-07-18 19:00:00 80.4333333333
2017-07-18 20:00:00 77.35
2017-07-18 21:00:00 74
2017-07-18 22:00:00 65.8166666667
2017-07-18 23:00:00 57.9
2017-07-19 00:00:00 48.15
2017-07-19 01:00:00 41.6333333333
2017-07-19 02:00:00 34.8833333333
2017-07-19 03:00:00 32.1333333333
2017-07-19 04:00:00 29.4666666667
2017-07-19 05:00:00 24.9666666667
2017-07-19 06:00:00 22.8
2017-07-19 07:00:00 21.6833333333
2017-07-19 08:00:00 19.9166666667
2017-07-19 09:00:00 26.05
2017-07-19 10:00:00 32.55
2017-07-19 11:00:00 40.45
2017-07-19 12:00:00 45.45
2017-07-19 13:00:00 52.0333333333
2017-07-19 14:00:00 67.4666666667
2017-07-19 15:00:00 79.3
2017-07-19 16:00:00 79.9
2017-07-19 17:00:00 79.7666666667
2017-07-19 18:00:00 79.5833333333
2017-07-19 19:00:00 77.1166666667
2017-07-19 20:00:00 70.45
2017-07-19 21:00:00 60.3666666667
2017-07-19 22:00:00 56.4166666667
2017-07-19 23:00:00 50.05
2017-07-20 00:00:00 40.1166666667
2017-07-20 01:00:00 31.5666666667
2017-07-20 02:00:00 27.6333333333
2017-07-20 03:00:00 25.6833333333
2017-07-20 04:00:00 21.6833333333
2017-07-20 05:00:00 21
2017-07-20 06:00:00 20.9
2017-07-20 07:00:00 20.65
2017-07-20 08:00:00 22.45
2017-07-20 09:00:00 27.5166666667
2017-07-20 10:00:00 33.65
2017-07-20 11:00:00 37.4166666667
2017-07-20 12:00:00 45.3166666667
2017-07-20 13:00:00 49.15
2017-07-20 14:00:00 54.6166666667
2017-07-20 15:00:00 62.9333333333
2017-07-20 16:00:00 68.7
2017-07-20 17:00:00 71.9333333333
2017-07-20 18:00:00 72.85
2017-07-20 19:00:00 70.45
2017-07-20 20:00:00 66.9
2017-07-20 21:00:00 60.2
2017-07-20 22:00:00 54.1833333333
2017-07-20 23:00:00 45.2333333333
2017-07-21 00:00:00 33.6833333333
2017-07-21 01:00:00 27.0666666667
2017-07-21 02:00:00 25.15
2017-07-21 03:00:00 23
2017-07-21 04:00:00 21.7
2017-07-21 05:00:00 19.0166666667
2017-07-21 06:00:00 16.1166666667
2017-07-21 07:00:00 15.4666666667
2017-07-21 08:00:00 16.3666666667
2017-07-21 09:00:00 24.4333333333
2017-07-21 10:00:00 30.8833333333
2017-07-21 11:00:00 35.6
2017-07-21 12:00:00 39.7166666667
2017-07-21 13:00:00 45.2666666667
2017-07-21 14:00:00 55.6666666667
2017-07-21 15:00:00 62.3333333333
2017-07-21 16:00:00 68.1333333333
2017-07-21 17:00:00 69.8833333333
2017-07-21 18:00:00 65.1833333333
2017-07-21 19:00:00 64.95
2017-07-21 20:00:00 61.35
2017-07-21 21:00:00 54.6
2017-07-21 22:00:00 46.95
2017-07-21 23:00:00 39.0666666667
2017-07-22 00:00:00 27.45
